pit_duration,lap_number,driver_number,date,session_key,meeting_key
392.7,10,77,2023-07-07T15:28:15.930000+00:00,9120,1214
467.6,8,44,2023-07-07T15:28:53.757000+00:00,9120,1214
507.5,10,81,2023-07-07T15:30:29.834000+00:00,9120,1214
39.4,11,55,2023-07-07T15:30:54.303000+00:00,9120,1214
426.0,11,24,2023-07-07T15:31:36.177000+00:00,9120,1214
195.3,9,63,2023-07-07T15:32:30.302000+00:00,9120,1214
983.7,7,31,2023-07-07T15:32:42.224000+00:00,9120,1214
593.4,7,20,2023-07-07T15:33:02.630000+00:00,9120,1214
33.8,11,10,2023-07-07T15:33:36.410000+00:00,9120,1214
895.1,8,4,2023-07-07T15:33:39.176000+00:00,9120,1214
37.2,12,22,2023-07-07T15:33:50.629000+00:00,9120,1214
409.6,10,11,2023-07-07T15:36:09.096000+00:00,9120,1214
286.4,11,14,2023-07-07T15:36:31.612000+00:00,9120,1214
442.7,11,18,2023-07-07T15:36:59.830000+00:00,9120,1214
372.8,9,27,2023-07-07T15:37:59.814000+00:00,9120,1214
32.0,10,31,2023-07-07T15:38:48.376000+00:00,9120,1214
604.6,9,1,2023-07-07T15:38:59.672000+00:00,9120,1214
29.7,15,24,2023-07-07T15:39:31.578000+00:00,9120,1214
420.2,12,55,2023-07-07T15:39:40.844000+00:00,9120,1214
419.0,13,2,2023-07-07T15:40:59.421000+00:00,9120,1214
380.5,14,23,2023-07-07T15:42:05.952000+00:00,9120,1214
342.6,14,81,2023-07-07T15:43:28.747000+00:00,9120,1214
343.1,16,21,2023-07-07T15:43:52.528000+00:00,9120,1214
31.7,15,2,2023-07-07T15:44:33.856000+00:00,9120,1214
366.6,15,22,2023-07-07T15:45:11.996000+00:00,9120,1214
36.9,16,23,2023-07-07T15:45:45.636000+00:00,9120,1214
487.1,14,10,2023-07-07T15:46:56.776000+00:00,9120,1214
28.9,16,22,2023-07-07T15:47:09.136000+00:00,9120,1214
381.3,14,14,2023-07-07T15:47:47.494000+00:00,9120,1214
718.5,12,44,2023-07-07T15:48:00.604000+00:00,9120,1214
470.4,14,63,2023-07-07T15:49:27.353000+00:00,9120,1214
416.5,13,4,2023-07-07T15:49:31.743000+00:00,9120,1214
454.5,18,77,2023-07-07T15:51:23.758000+00:00,9120,1214
420.0,18,24,2023-07-07T15:51:37.695000+00:00,9120,1214
350.7,14,31,2023-07-07T15:52:08.007000+00:00,9120,1214
28.5,21,18,2023-07-07T15:53:15.256000+00:00,9120,1214
29.0,18,1,2023-07-07T15:53:25.600000+00:00,9120,1214
29.4,19,24,2023-07-07T15:53:40.678000+00:00,9120,1214
29.3,20,77,2023-07-07T15:54:57.724000+00:00,9120,1214
690.8,13,20,2023-07-07T15:56:18.911000+00:00,9120,1214
28.6,23,11,2023-07-07T15:56:59.144000+00:00,9120,1214
28.5,23,55,2023-07-07T15:57:25.566000+00:00,9120,1214
34.9,19,63,2023-07-07T15:57:56.753000+00:00,9120,1214
29.1,26,21,2023-07-07T16:00:02.408000+00:00,9120,1214
28.5,26,81,2023-07-07T16:02:47.515000+00:00,9120,1214
41.6,2,14,2023-07-08T10:32:33.292000+00:00,9121,1214
31.0,4,11,2023-07-08T10:37:12.818000+00:00,9121,1214
35.7,4,16,2023-07-08T10:37:52.443000+00:00,9121,1214
226.8,3,14,2023-07-08T10:37:57.724000+00:00,9121,1214
335.3,2,18,2023-07-08T10:38:06.614000+00:00,9121,1214
38.3,7,55,2023-07-08T10:43:37.327000+00:00,9121,1214
373.0,6,4,2023-07-08T10:46:16.090000+00:00,9121,1214
371.7,7,1,2023-07-08T10:48:23.072000+00:00,9121,1214
409.0,7,11,2023-07-08T10:49:31.040000+00:00,9121,1214
389.5,8,10,2023-07-08T10:50:14.929000+00:00,9121,1214
310.6,9,21,2023-07-08T10:50:27.460000+00:00,9121,1214
176.9,6,23,2023-07-08T10:50:31.882000+00:00,9121,1214
265.1,9,22,2023-07-08T10:50:41.757000+00:00,9121,1214
159.8,9,14,2023-07-08T10:51:10.897000+00:00,9121,1214
290.9,8,2,2023-07-08T10:51:45.803000+00:00,9121,1214
326.7,7,18,2023-07-08T10:52:04.177000+00:00,9121,1214
254.8,6,20,2023-07-08T10:52:50.083000+00:00,9121,1214
246.0,10,81,2023-07-08T10:52:59.380000+00:00,9121,1214
551.4,8,31,2023-07-08T10:53:25.020000+00:00,9121,1214
245.6,10,16,2023-07-08T10:53:26.957000+00:00,9121,1214
221.0,9,4,2023-07-08T10:54:36.972000+00:00,9121,1214
128.9,8,77,2023-07-08T10:55:02.924000+00:00,9121,1214
259.9,8,27,2023-07-08T10:55:24.455000+00:00,9121,1214
408.2,10,4,2023-07-08T11:03:03.775000+00:00,9121,1214
903.7,10,55,2023-07-08T11:03:53.821000+00:00,9121,1214
349.6,13,81,2023-07-08T11:04:05.602000+00:00,9121,1214
494.3,9,23,2023-07-08T11:04:14.242000+00:00,9121,1214
433.3,11,2,2023-07-08T11:04:25.836000+00:00,9121,1214
289.7,14,16,2023-07-08T11:05:14.148000+00:00,9121,1214
496.4,13,21,2023-07-08T11:05:36.038000+00:00,9121,1214
433.2,11,31,2023-07-08T11:05:58.912000+00:00,9121,1214
549.7,12,10,2023-07-08T11:06:15.522000+00:00,9121,1214
909.3,9,63,2023-07-08T11:06:26.756000+00:00,9121,1214
457.9,10,77,2023-07-08T11:06:48.068000+00:00,9121,1214
556.9,13,22,2023-07-08T11:07:19.552000+00:00,9121,1214
848.7,10,11,2023-07-08T11:08:17.004000+00:00,9121,1214
729.1,8,20,2023-07-08T11:08:29.207000+00:00,9121,1214
216.3,12,4,2023-07-08T11:09:52.111000+00:00,9121,1214
1337.5,12,1,2023-07-08T11:18:26.899000+00:00,9121,1214
577.3,13,55,2023-07-08T11:18:49.383000+00:00,9121,1214
424.1,12,11,2023-07-08T11:18:52.196000+00:00,9121,1214
624.9,16,16,2023-07-08T11:19:08.633000+00:00,9121,1214
688.4,10,63,2023-07-08T11:19:38.976000+00:00,9121,1214
1566.7,9,44,2023-07-08T11:19:45.226000+00:00,9121,1214
1474.9,12,14,2023-07-08T11:21:01.443000+00:00,9121,1214
1429.4,10,18,2023-07-08T11:21:15.896000+00:00,9121,1214
899.7,15,81,2023-07-08T11:22:23.067000+00:00,9121,1214
679.3,16,21,2023-07-08T11:22:32.332000+00:00,9121,1214
612.1,16,22,2023-07-08T11:23:03.644000+00:00,9121,1214
384.9,17,31,2023-07-08T11:23:26.706000+00:00,9121,1214
1685.3,9,27,2023-07-08T11:25:13.517000+00:00,9121,1214
821.8,15,10,2023-07-08T11:25:18.814000+00:00,9121,1214
728.4,14,4,2023-07-08T11:25:31.532000+00:00,9121,1214
595.7,15,77,2023-07-08T11:26:32.140000+00:00,9121,1214
31.7,13,44,2023-07-08T11:27:30.139000+00:00,9121,1214
904.2,11,20,2023-07-08T11:29:05.388000+00:00,9121,1214
1177.8,12,23,2023-07-08T11:29:10.622000+00:00,9121,1214
1155.0,14,2,2023-07-08T11:29:17.434000+00:00,9121,1214
29.1,2,55,2023-07-08T14:02:32.577000+00:00,9122,1214
36.2,2,16,2023-07-08T14:02:41.202000+00:00,9122,1214
32.7,2,2,2023-07-08T14:02:45.546000+00:00,9122,1214
32.7,2,27,2023-07-08T14:02:48.530000+00:00,9122,1214
31.1,2,20,2023-07-08T14:02:55.530000+00:00,9122,1214
33.0,7,21,2023-07-08T14:11:52.462000+00:00,9122,1214
32.3,7,22,2023-07-08T14:11:57.368000+00:00,9122,1214
30.3,7,2,2023-07-08T14:12:01.118000+00:00,9122,1214
46.3,7,81,2023-07-08T14:12:12.618000+00:00,9122,1214
113.2,7,4,2023-07-08T14:12:23.602000+00:00,9122,1214
97.8,7,18,2023-07-08T14:12:36.367000+00:00,9122,1214
32.2,8,24,2023-07-08T14:12:56.727000+00:00,9122,1214
71.3,8,77,2023-07-08T14:13:07.414000+00:00,9122,1214
177.8,7,14,2023-07-08T14:13:41.632000+00:00,9122,1214
31.0,8,23,2023-07-08T14:14:02.804000+00:00,9122,1214
29.5,8,11,2023-07-08T14:14:18.304000+00:00,9122,1214
673.8,9,11,2023-07-08T14:25:02.656000+00:00,9122,1214
693.3,9,23,2023-07-08T14:25:05.156000+00:00,9122,1214
817.2,9,2,2023-07-08T14:25:08.109000+00:00,9122,1214
796.3,9,77,2023-07-08T14:25:12.499000+00:00,9122,1214
772.1,9,24,2023-07-08T14:25:16.906000+00:00,9122,1214
842.9,9,21,2023-07-08T14:25:22.609000+00:00,9122,1214
899.8,9,4,2023-07-08T14:25:30.609000+00:00,9122,1214
847.1,9,81,2023-07-08T14:25:33.390000+00:00,9122,1214
880.0,9,18,2023-07-08T14:25:38.546000+00:00,9122,1214
903.4,8,14,2023-07-08T14:25:47.233000+00:00,9122,1214
1413.1,9,27,2023-07-08T14:25:48.952000+00:00,9122,1214
871.3,9,22,2023-07-08T14:25:56.405000+00:00,9122,1214
1438.2,9,16,2023-07-08T14:26:03.249000+00:00,9122,1214
1441.4,10,55,2023-07-08T14:26:04.890000+00:00,9122,1214
820.2,8,63,2023-07-08T14:26:06.264000+00:00,9122,1214
542.0,11,14,2023-07-08T14:40:02.552000+00:00,9122,1214
562.6,12,18,2023-07-08T14:40:09.146000+00:00,9122,1214
604.1,12,2,2023-07-08T14:40:12.833000+00:00,9122,1214
612.1,12,23,2023-07-08T14:40:14.177000+00:00,9122,1214
528.8,12,16,2023-07-08T14:40:15.521000+00:00,9122,1214
531.3,13,55,2023-07-08T14:40:16.739000+00:00,9122,1214
590.6,12,4,2023-07-08T14:40:19.911000+00:00,9122,1214
558.4,12,27,2023-07-08T14:40:21.474000+00:00,9122,1214
544.2,11,63,2023-07-08T14:40:28.645000+00:00,9122,1214
552.1,12,31,2023-07-08T14:40:35.177000+00:00,9122,1214
568.8,12,44,2023-07-08T14:40:46.317000+00:00,9122,1214
578.0,12,1,2023-07-08T14:40:53.301000+00:00,9122,1214
565.5,12,10,2023-07-08T14:40:55.348000+00:00,9122,1214
619.6,12,81,2023-07-08T14:40:58.395000+00:00,9122,1214
100.9,15,44,2023-07-08T14:47:20+00:00,9122,1214
140.9,14,63,2023-07-08T14:47:42.219000+00:00,9122,1214
62.4,16,4,2023-07-08T14:48:05.562000+00:00,9122,1214
128.9,17,16,2023-07-08T14:50:51.013000+00:00,9122,1214
109.1,18,55,2023-07-08T14:50:55.310000+00:00,9122,1214
149.2,17,23,2023-07-08T14:51:05.951000+00:00,9122,1214
155.1,17,2,2023-07-08T14:51:08.841000+00:00,9122,1214
180.7,16,14,2023-07-08T14:51:12.701000+00:00,9122,1214
30.2,18,1,2023-07-08T14:51:41.778000+00:00,9122,1214
31.0,18,81,2023-07-08T14:51:54.419000+00:00,9122,1214
212.6,17,18,2023-07-08T14:52:04.294000+00:00,9122,1214
298.1,16,31,2023-07-08T14:52:17.450000+00:00,9122,1214
422.0,15,27,2023-07-08T14:52:18.247000+00:00,9122,1214
282.3,16,10,2023-07-08T14:52:33.887000+00:00,9122,1214
32.0,18,44,2023-07-08T14:52:41.465000+00:00,9122,1214
29.0,17,63,2023-07-08T14:52:55.653000+00:00,9122,1214
426.9,19,63,2023-07-08T15:03:16.833000+00:00,9122,1214
434.2,20,44,2023-07-08T15:03:20.458000+00:00,9122,1214
448.0,20,23,2023-07-08T15:03:35.442000+00:00,9122,1214
398.4,21,4,2023-07-08T15:03:38.395000+00:00,9122,1214
450.7,19,14,2023-07-08T15:03:51.676000+00:00,9122,1214
444.4,21,1,2023-07-08T15:03:55.614000+00:00,9122,1214
518.9,20,16,2023-07-08T15:04:07.848000+00:00,9122,1214
441.1,21,81,2023-07-08T15:04:10.520000+00:00,9122,1214
496.7,21,55,2023-07-08T15:04:12.176000+00:00,9122,1214
412.3,19,10,2023-07-08T15:04:29.176000+00:00,9122,1214
195.1,22,63,2023-07-08T15:11:44.484000+00:00,9122,1214
164.1,23,16,2023-07-08T15:11:47.249000+00:00,9122,1214
195.5,23,44,2023-07-08T15:11:47.921000+00:00,9122,1214
157.8,24,55,2023-07-08T15:11:51.280000+00:00,9122,1214
179.4,22,14,2023-07-08T15:11:53.452000+00:00,9122,1214
191.1,24,4,2023-07-08T15:11:57.124000+00:00,9122,1214
167.2,24,81,2023-07-08T15:12:12.593000+00:00,9122,1214
209.4,24,1,2023-07-08T15:12:24.280000+00:00,9122,1214
182.9,22,10,2023-07-08T15:12:30.671000+00:00,9122,1214
234.9,23,23,2023-07-08T15:12:38.405000+00:00,9122,1214
41.9,7,27,2023-07-09T14:14:59.362000+00:00,9126,1214
28.3,14,22,2023-07-09T14:25:44.273000+00:00,9126,1214
28.2,18,16,2023-07-09T14:31:37.391000+00:00,9126,1214
29.1,24,24,2023-07-09T14:41:26.225000+00:00,9126,1214
28.8,26,55,2023-07-09T14:44:05.366000+00:00,9126,1214
28.2,27,21,2023-07-09T14:46:03.349000+00:00,9126,1214
29.4,28,63,2023-07-09T14:47:07.832000+00:00,9126,1214
28.0,28,11,2023-07-09T14:47:18.879000+00:00,9126,1214
28.6,29,81,2023-07-09T14:48:34.502000+00:00,9126,1214
28.8,29,2,2023-07-09T14:49:06.924000+00:00,9126,1214
28.4,31,10,2023-07-09T14:51:59.061000+00:00,9126,1214
28.5,31,18,2023-07-09T14:52:09.014000+00:00,9126,1214
29.6,32,23,2023-07-09T14:53:40.184000+00:00,9126,1214
28.8,32,16,2023-07-09T14:53:40.559000+00:00,9126,1214
29.6,32,77,2023-07-09T14:54:08.949000+00:00,9126,1214
28.6,32,22,2023-07-09T14:54:17.418000+00:00,9126,1214
28.4,32,21,2023-07-09T14:54:24.543000+00:00,9126,1214
30.0,32,27,2023-07-09T14:54:41.464000+00:00,9126,1214
29.0,33,1,2023-07-09T14:54:58.871000+00:00,9126,1214
28.4,33,4,2023-07-09T14:55:12.183000+00:00,9126,1214
29.1,33,44,2023-07-09T14:55:27.761000+00:00,9126,1214
28.6,33,14,2023-07-09T14:55:38.635000+00:00,9126,1214
28.7,33,24,2023-07-09T14:56:37.462000+00:00,9126,1214
34.3,36,24,2023-07-09T15:03:13.908000+00:00,9126,1214
543.3,2,23,2023-07-21T11:41:08.221000+00:00,9223,1215
517.4,2,31,2023-07-21T11:41:30.611000+00:00,9223,1215
522.2,2,10,2023-07-21T11:41:46.439000+00:00,9223,1215
16.6,4,2,2023-07-21T11:43:11.219000+00:00,9223,1215
444.3,3,44,2023-07-21T11:50:31.152000+00:00,9223,1215
497.5,4,31,2023-07-21T11:53:37.056000+00:00,9223,1215
616.4,5,55,2023-07-21T11:55:29.711000+00:00,9223,1215
696.0,4,23,2023-07-21T11:56:14.398000+00:00,9223,1215
844.2,4,16,2023-07-21T11:57:48.194000+00:00,9223,1215
1014.9,5,20,2023-07-21T12:01:28.660000+00:00,9223,1215
1004.2,5,81,2023-07-21T12:01:33.942000+00:00,9223,1215
1011.0,5,4,2023-07-21T12:01:43.223000+00:00,9223,1215
1169.3,3,10,2023-07-21T12:03:09.378000+00:00,9223,1215
1536.9,4,77,2023-07-21T12:10:11.795000+00:00,9223,1215
799.4,5,23,2023-07-21T12:11:30.810000+00:00,9223,1215
1589.4,5,2,2023-07-21T12:11:40.435000+00:00,9223,1215
1684.2,5,3,2023-07-21T12:12:59.559000+00:00,9223,1215
1846.2,4,1,2023-07-21T12:13:56.574000+00:00,9223,1215
1018.9,6,55,2023-07-21T12:14:28.902000+00:00,9223,1215
680.9,6,81,2023-07-21T12:14:47.074000+00:00,9223,1215
680.0,6,20,2023-07-21T12:14:57.167000+00:00,9223,1215
2036.1,4,27,2023-07-21T12:19:03.118000+00:00,9223,1215
2057.3,5,14,2023-07-21T12:19:04.805000+00:00,9223,1215
2087.6,4,18,2023-07-21T12:19:06.352000+00:00,9223,1215
2020.6,5,63,2023-07-21T12:19:16.711000+00:00,9223,1215
2101.9,7,77,2023-07-21T12:19:36.805000+00:00,9223,1215
2070.4,8,2,2023-07-21T12:19:41.445000+00:00,9223,1215
970.9,6,4,2023-07-21T12:19:50.086000+00:00,9223,1215
1217.6,5,16,2023-07-21T12:19:58.976000+00:00,9223,1215
361.9,3,5,2023-07-21T13:17:28.547000+00:00,9223,1215
434.5,2,30,2023-07-21T13:17:36.875000+00:00,9223,1215
433.7,3,4,2023-07-21T13:18:41.781000+00:00,9223,1215
84.5,7,21,2023-07-21T13:28:05.962000+00:00,9223,1215
188.8,6,30,2023-07-21T13:28:18.102000+00:00,9223,1215
130.4,8,7,2023-07-21T13:28:22.243000+00:00,9223,1215
127.7,8,8,2023-07-21T13:28:23.868000+00:00,9223,1215
165.7,8,10,2023-07-21T13:28:29.243000+00:00,9223,1215
158.9,8,12,2023-07-21T13:28:30.759000+00:00,9223,1215
151.0,8,9,2023-07-21T13:28:34.024000+00:00,9223,1215
215.9,7,28,2023-07-21T13:28:47.180000+00:00,9223,1215
125.5,8,25,2023-07-21T13:28:51.993000+00:00,9223,1215
151.8,6,29,2023-07-21T13:28:58.946000+00:00,9223,1215
192.7,8,11,2023-07-21T13:29:02.368000+00:00,9223,1215
128.0,8,23,2023-07-21T13:29:08.508000+00:00,9223,1215
146.1,8,24,2023-07-21T13:29:09.696000+00:00,9223,1215
211.0,7,31,2023-07-21T13:29:11.336000+00:00,9223,1215
148.3,8,26,2023-07-21T13:29:19.727000+00:00,9223,1215
172.3,8,15,2023-07-21T13:29:21.477000+00:00,9223,1215
140.6,8,14,2023-07-21T13:29:22.805000+00:00,9223,1215
156.6,8,27,2023-07-21T13:29:25.008000+00:00,9223,1215
173.0,8,16,2023-07-21T13:29:26.867000+00:00,9223,1215
148.3,8,18,2023-07-21T13:29:34.195000+00:00,9223,1215
229.1,6,2,2023-07-21T13:29:58.023000+00:00,9223,1215
116.9,7,3,2023-07-21T13:29:59.679000+00:00,9223,1215
221.4,6,1,2023-07-21T13:30:02.195000+00:00,9223,1215
162.4,8,19,2023-07-21T13:30:03.789000+00:00,9223,1215
259.3,7,4,2023-07-21T13:30:05.211000+00:00,9223,1215
213.9,8,22,2023-07-21T13:30:11.507000+00:00,9223,1215
180.2,8,17,2023-07-21T13:30:14.742000+00:00,9223,1215
234.0,8,5,2023-07-21T13:30:19.507000+00:00,9223,1215
290.4,6,6,2023-07-21T13:30:48.835000+00:00,9223,1215
19.5,6,77,2023-07-21T15:08:55.971000+00:00,9127,1215
73.2,6,14,2023-07-21T15:09:19.799000+00:00,9127,1215
19.0,8,24,2023-07-21T15:11:48.641000+00:00,9127,1215
18.9,10,24,2023-07-21T15:15:37.826000+00:00,9127,1215
29.0,4,44,2023-07-21T15:16:12.873000+00:00,9127,1215
441.3,6,81,2023-07-21T15:17:14.559000+00:00,9127,1215
450.0,7,2,2023-07-21T15:17:20.013000+00:00,9127,1215
16.6,4,55,2023-07-21T15:18:03.293000+00:00,9127,1215
31.1,4,16,2023-07-21T15:18:27.371000+00:00,9127,1215
370.1,9,23,2023-07-21T15:19:14.355000+00:00,9127,1215
28.5,4,11,2023-07-21T15:20:11.448000+00:00,9127,1215
319.3,10,18,2023-07-21T15:21:08.166000+00:00,9127,1215
740.7,6,27,2023-07-21T15:21:18.604000+00:00,9127,1215
481.3,9,22,2023-07-21T15:21:34.713000+00:00,9127,1215
16.8,8,44,2023-07-21T15:23:39.883000+00:00,9127,1215
396.2,11,14,2023-07-21T15:23:42.805000+00:00,9127,1215
892.0,6,20,2023-07-21T15:23:45.789000+00:00,9127,1215
435.3,11,24,2023-07-21T15:24:36.351000+00:00,9127,1215
595.6,9,4,2023-07-21T15:24:45.242000+00:00,9127,1215
805.1,9,77,2023-07-21T15:27:01.568000+00:00,9127,1215
598.9,11,31,2023-07-21T15:27:11.396000+00:00,9127,1215
34.5,12,22,2023-07-21T15:27:15.162000+00:00,9127,1215
448.1,12,3,2023-07-21T15:27:29.256000+00:00,9127,1215
18.9,14,24,2023-07-21T15:30:02.082000+00:00,9127,1215
924.5,9,10,2023-07-21T15:30:05.785000+00:00,9127,1215
564.0,9,63,2023-07-21T15:30:17.363000+00:00,9127,1215
583.7,7,16,2023-07-21T15:33:08.330000+00:00,9127,1215
599.4,12,2,2023-07-21T15:35:09.438000+00:00,9127,1215
507.3,14,23,2023-07-21T15:35:29.953000+00:00,9127,1215
422.1,14,14,2023-07-21T15:35:35.188000+00:00,9127,1215
775.1,7,55,2023-07-21T15:35:36.891000+00:00,9127,1215
434.7,11,27,2023-07-21T15:36:48.812000+00:00,9127,1215
19.0,13,2,2023-07-21T15:37:11.780000+00:00,9127,1215
468.5,12,4,2023-07-21T15:37:21.593000+00:00,9127,1215
381.4,16,18,2023-07-21T15:37:34.233000+00:00,9127,1215
575.0,11,44,2023-07-21T15:37:47.092000+00:00,9127,1215
430.0,14,31,2023-07-21T15:39:04.232000+00:00,9127,1215
38.8,10,16,2023-07-21T15:39:10.685000+00:00,9127,1215
24.3,14,2,2023-07-21T15:39:17.591000+00:00,9127,1215
448.1,15,22,2023-07-21T15:39:51.560000+00:00,9127,1215
766.3,7,1,2023-07-21T15:40:03.169000+00:00,9127,1215
21.9,17,23,2023-07-21T15:40:24.356000+00:00,9127,1215
31.7,10,55,2023-07-21T15:41:32.137000+00:00,9127,1215
423.2,12,10,2023-07-21T15:42:07.152000+00:00,9127,1215
743.4,9,11,2023-07-21T15:42:08.589000+00:00,9127,1215
433.9,17,24,2023-07-21T15:42:19.980000+00:00,9127,1215
393.4,18,3,2023-07-21T15:44:19.900000+00:00,9127,1215
323.8,15,20,2023-07-21T15:45:02.228000+00:00,9127,1215
363.0,17,77,2023-07-21T15:45:18.384000+00:00,9127,1215
22.1,19,3,2023-07-21T15:46:07.571000+00:00,9127,1215
21.8,20,3,2023-07-21T15:47:55.913000+00:00,9127,1215
22.6,21,24,2023-07-21T15:48:20.351000+00:00,9127,1215
22.1,20,77,2023-07-21T15:50:06.115000+00:00,9127,1215
421.2,12,16,2023-07-21T15:50:10.365000+00:00,9127,1215
321.0,12,55,2023-07-21T15:50:26.131000+00:00,9127,1215
333.6,10,1,2023-07-21T15:50:33.802000+00:00,9127,1215
1535.9,12,81,2023-07-21T15:53:00.691000+00:00,9127,1215
675.0,18,63,2023-07-21T15:54:37.425000+00:00,9127,1215
17.7,28,14,2023-07-21T15:55:39.424000+00:00,9127,1215
24.7,31,18,2023-07-21T15:59:01.328000+00:00,9127,1215
22.1,30,14,2023-07-21T15:59:17.828000+00:00,9127,1215
724.0,12,11,2023-07-21T15:59:22.843000+00:00,9127,1215
19.6,28,3,2023-07-21T15:59:30.640000+00:00,9127,1215
21.1,2,77,2023-07-22T10:31:52.708000+00:00,9128,1215
23.9,2,24,2023-07-22T10:32:07.082000+00:00,9128,1215
21.0,3,77,2023-07-22T10:33:52.831000+00:00,9128,1215
28.4,3,24,2023-07-22T10:34:21.221000+00:00,9128,1215
21.5,4,77,2023-07-22T10:35:47.767000+00:00,9128,1215
19.4,4,24,2023-07-22T10:36:22.642000+00:00,9128,1215
20.6,5,77,2023-07-22T10:37:59+00:00,9128,1215
19.0,5,24,2023-07-22T10:38:31.703000+00:00,9128,1215
421.8,4,16,2023-07-22T10:44:14.246000+00:00,9128,1215
20.5,7,18,2023-07-22T10:44:36.512000+00:00,9128,1215
24.8,4,63,2023-07-22T10:46:10.604000+00:00,9128,1215
362.5,6,1,2023-07-22T10:46:37.151000+00:00,9128,1215
400.9,6,24,2023-07-22T10:46:55.072000+00:00,9128,1215
451.1,6,77,2023-07-22T10:47:15.260000+00:00,9128,1215
414.0,6,55,2023-07-22T10:47:37.291000+00:00,9128,1215
29.9,4,44,2023-07-22T10:47:42.697000+00:00,9128,1215
420.1,7,11,2023-07-22T10:48:49.837000+00:00,9128,1215
426.3,8,20,2023-07-22T10:49:49.320000+00:00,9128,1215
23.6,7,14,2023-07-22T10:51:18.788000+00:00,9128,1215
28.9,6,44,2023-07-22T10:51:54.100000+00:00,9128,1215
18.5,9,24,2023-07-22T10:52:12.194000+00:00,9128,1215
682.5,5,23,2023-07-22T10:52:16.162000+00:00,9128,1215
19.6,9,77,2023-07-22T10:52:43.928000+00:00,9128,1215
383.7,14,22,2023-07-22T10:55:52.176000+00:00,9128,1215
596.1,8,18,2023-07-22T10:56:11.925000+00:00,9128,1215
608.0,5,2,2023-07-22T10:56:19.847000+00:00,9128,1215
541.5,13,3,2023-07-22T10:56:53.456000+00:00,9128,1215
22.9,12,24,2023-07-22T10:57:31.987000+00:00,9128,1215
23.2,12,77,2023-07-22T10:58:20.877000+00:00,9128,1215
26.6,9,44,2023-07-22T10:58:22.940000+00:00,9128,1215
29.3,13,20,2023-07-22T10:58:38.705000+00:00,9128,1215
25.6,9,23,2023-07-22T10:59:48.501000+00:00,9128,1215
28.4,8,27,2023-07-22T11:01:46.468000+00:00,9128,1215
608.9,7,81,2023-07-22T11:03:41.295000+00:00,9128,1215
449.2,10,14,2023-07-22T11:03:57.670000+00:00,9128,1215
736.3,10,10,2023-07-22T11:06:14.528000+00:00,9128,1215
715.0,10,31,2023-07-22T11:06:40.325000+00:00,9128,1215
497.2,13,77,2023-07-22T11:08:07.136000+00:00,9128,1215
632.3,10,4,2023-07-22T11:08:50.682000+00:00,9128,1215
613.8,13,24,2023-07-22T11:09:38.494000+00:00,9128,1215
389.8,11,2,2023-07-22T11:12:49.149000+00:00,9128,1215
570.4,11,23,2023-07-22T11:13:06.476000+00:00,9128,1215
716.4,14,63,2023-07-22T11:13:43.304000+00:00,9128,1215
642.9,12,44,2023-07-22T11:13:47.023000+00:00,9128,1215
721.9,12,18,2023-07-22T11:14:50.116000+00:00,9128,1215
672.3,18,1,2023-07-22T11:14:53.069000+00:00,9128,1215
361.5,13,14,2023-07-22T11:14:55.647000+00:00,9128,1215
644.3,19,11,2023-07-22T11:16:46.833000+00:00,9128,1215
26.2,16,10,2023-07-22T11:17:15.974000+00:00,9128,1215
39.9,18,24,2023-07-22T11:18:31.676000+00:00,9128,1215
26.5,17,63,2023-07-22T11:19:36.956000+00:00,9128,1215
25.8,17,31,2023-07-22T11:19:41.644000+00:00,9128,1215
567.0,21,3,2023-07-22T11:19:49.394000+00:00,9128,1215
697.6,22,22,2023-07-22T11:20:43.768000+00:00,9128,1215
733.5,21,16,2023-07-22T11:20:56.534000+00:00,9128,1215
528.3,23,55,2023-07-22T11:21:05.784000+00:00,9128,1215
792.9,20,20,2023-07-22T11:21:34.924000+00:00,9128,1215
621.0,15,27,2023-07-22T11:21:43.205000+00:00,9128,1215
563.5,13,81,2023-07-22T11:22:57.517000+00:00,9128,1215
312.5,15,44,2023-07-22T11:24:47.922000+00:00,9128,1215
27.8,25,22,2023-07-22T11:26:22.124000+00:00,9128,1215
396.3,16,14,2023-07-22T11:26:36.327000+00:00,9128,1215
276.9,22,11,2023-07-22T11:26:52.545000+00:00,9128,1215
30.5,26,55,2023-07-22T11:27:02.597000+00:00,9128,1215
350.0,19,10,2023-07-22T11:27:43.435000+00:00,9128,1215
579.8,14,23,2023-07-22T11:27:49.716000+00:00,9128,1215
513.9,16,4,2023-07-22T11:28:24.810000+00:00,9128,1215
233.8,20,63,2023-07-22T11:28:38.982000+00:00,9128,1215
553.7,21,1,2023-07-22T11:28:56.122000+00:00,9128,1215
384.9,22,77,2023-07-22T11:28:59.216000+00:00,9128,1215
279.0,20,31,2023-07-22T11:29:03.528000+00:00,9128,1215
364.7,21,24,2023-07-22T11:29:24.731000+00:00,9128,1215
260.6,18,18,2023-07-22T11:29:26.668000+00:00,9128,1215
45.2,26,3,2023-07-22T11:29:40.778000+00:00,9128,1215
717.8,14,2,2023-07-22T11:29:43.731000+00:00,9128,1215
144.7,4,3,2023-07-22T14:07:24.140000+00:00,9129,1215
167.4,4,22,2023-07-22T14:07:37.640000+00:00,9129,1215
97.6,6,31,2023-07-22T14:09:46.248000+00:00,9129,1215
